image_path,latitude,longitude,altitude
D:/Project2566/test_py01/DSC00001.JPG,15.12950611,106.220993,1744.816
D:/Project2566/test_py/01DSC00002.JPG,15.13035965,106.2208786,1744.868
D:/Project2566/test_py01/DSC00003.JPG,15.13123703,106.2207794,1744.328
